Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainTomorrow
28/02/09,Sale,14.6,26.1,0,4.2,11.8,WSW,70,W,SW,31,28,60,48,1010,1009.4,0,3,18.5,23.9,No
12/6/2014,Perth,5.6,18.6,0,1,8.3,ENE,22,SSE,SW,9,11,84,66,1030.9,1029.5,1,4,11.2,17.2,No
1/1/2013,Portland,14,20.2,0,7.8,6.9,WSW,43,W,WSW,22,28,76,72,1015,1015.4,8,8,16.2,17.9,No
14/07/14,Perth,8.1,18.1,15.4,0.6,7.2,WSW,46,WSW,W,20,17,69,49,1012.6,1014.2,4,2,14.5,17.2,Yes
25/10/09,WaggaWagga,9.6,26.2,0,7.6,7.9,WNW,50,N,SW,6,20,45,27,1015.1,1011.8,7,7,17.4,24.4,Yes
18/02/15,NorfolkIsland,20.3,22.5,10,2.8,0,E,61,E,ESE,24,30,92,95,1017.5,1016.7,8,8,22,21.6,Yes
12/7/2016,MelbourneAirport,9.7,12.7,0,2.6,7.1,NW,83,NNW,NNW,41,26,58,59,997.3,998.9,5,5,10.9,9.8,No
3/4/2010,Mildura,10.9,24.1,0,6,11,S,43,SSE,S,13,15,76,32,1022.2,1019.6,5,5,13.1,22.5,No
19/08/12,Sydney,9.7,20.1,0,6,10,WSW,37,W,E,20,17,54,43,1020.3,1019.1,1,2,13.4,16.9,No
20/03/09,Cobar,17.6,33.9,0,8,11.6,E,39,ESE,WSW,7,6,29,9,1014.5,1011.9,0,1,23.8,32.7,No
16/01/13,Townsville,23.6,31.3,0.8,9.8,4.7,ENE,46,SE,NE,17,22,84,57,1009.9,1008.8,7,7,26.1,30.9,Yes
3/3/2013,MelbourneAirport,10.2,28.8,0,7.4,12.2,SSE,31,WNW,SE,9,15,74,26,1022.9,1019.3,0,0,15.7,28.3,No
25/01/10,PerthAirport,20.7,31.8,0,10.2,6,SE,46,ENE,WSW,11,22,66,45,1009.4,1007.4,7,6,23.3,30.3,No
20/06/09,Cobar,8.5,18.4,0,2.4,7.5,NE,33,ENE,NNE,19,15,76,42,1023.2,1018.5,6,7,12.2,18.4,No
8/6/2011,PerthAirport,5.1,19.8,0,2.2,9.2,ENE,50,ENE,E,13,31,69,44,1028.1,1025.4,1,1,13.7,19.4,No
14/02/11,Perth,21.1,34.3,0,10,10.2,E,30,ENE,NE,15,7,58,34,1012.8,1008.8,7,1,23.6,34,No
27/05/13,SydneyAirport,10.9,18,0.2,3.2,7.1,SSW,50,NW,S,13,30,68,67,1029.3,1028.3,5,5,13.8,17.5,Yes
11/3/2017,MelbourneAirport,15.5,27.9,0,6.4,5.7,SSW,33,N,SSE,4,13,77,49,1013,1008.8,7,6,18.3,26.7,No
25/08/08,Melbourne,3.2,14.3,0,1.6,5.1,N,37,N,N,19,26,75,48,1028.1,1023.5,2,7,6,13.3,No
26/02/15,PerthAirport,20.5,34.6,0,9.8,11.7,W,31,NE,WNW,7,19,56,49,1007.1,1004.4,2,1,29.1,30.7,No
16/06/15,Portland,10.3,13.5,7.6,0.8,0.2,NW,24,N,WNW,7,17,99,89,1017.4,1014.4,7,8,10.7,13.1,Yes
27/05/09,Cairns,20.4,27.3,12.2,2.2,3.8,SE,37,SSE,SE,15,24,90,68,1016.2,1012.9,7,7,21.8,26.1,No
17/11/11,MountGambier,6.9,29.5,0,6.4,9,N,46,NNE,N,22,24,54,33,1015.6,1011,6,4,17,29.4,No
12/6/2014,Brisbane,14.4,23.6,0,4.6,6.5,SE,26,SW,E,6,9,58,55,1020.9,1018.4,2,7,18.7,21.7,Yes
1/7/2013,Nuriootpa,10.6,15.3,0,0.4,4.4,W,39,W,WSW,17,26,96,74,1029.6,1027.1,8,6,12,14.4,No
27/11/12,Woomera,22.4,37.1,0,15.8,7.2,SSW,39,S,SW,24,24,46,15,1010,1009.4,1,3,25,35.7,No
7/3/2011,MountGambier,15.9,34.2,0,9,9.4,N,56,NNE,N,30,31,40,23,1015.1,1010.6,1,5,22.7,32.5,No
12/4/2017,Melbourne,10.8,19.3,0,2.8,8.8,SW,22,SE,SW,9,9,79,64,1026.5,1023.9,7,3,15.5,18.6,No
5/10/2009,Moree,6.2,25.6,0,7.8,11.7,WSW,31,NNW,WSW,9,13,45,21,1017.7,1014.8,1,1,16.7,24.3,No
14/11/09,CoffsHarbour,17.7,23.9,17,6,9.9,NNE,28,SSW,E,17,13,66,68,1016.4,1013.4,3,1,21.2,23.4,No
20/10/13,PerthAirport,9.8,19.8,16,2.2,9.7,S,41,SSE,SSE,17,31,65,48,1017.9,1017.9,6,2,15.1,18.6,No
12/1/2016,Perth,18.6,26,0,7,7,SW,39,W,SSW,17,19,83,57,1014.3,1014.7,7,5,21.4,24.8,No
9/6/2013,Moree,11.1,22.2,0,3,1.6,NNE,31,ENE,ENE,13,15,74,53,1026.6,1023.2,6,7,15.3,20.8,No
30/01/15,NorfolkIsland,22.8,26.8,0,5.6,1.4,NNE,39,NNE,WNW,20,13,88,94,1007.2,1006.7,7,8,24.3,22.6,Yes
29/07/13,Brisbane,13.1,21.8,1,2.8,4.9,E,19,SSW,WSW,4,2,86,73,1025.4,1022,3,6,16.3,19.4,No
19/08/14,MelbourneAirport,9.3,11.8,3.8,0.2,0.2,S,31,SSE,S,20,20,83,63,1024.9,1023.9,7,8,10.5,11.4,No
24/11/09,Cobar,13.8,33.8,7,1.8,6.1,ESE,35,SE,ENE,19,11,70,36,1018.2,1015.2,7,7,19.6,32.3,No
4/4/2012,Moree,15.8,32.8,0,9.6,11.2,E,33,NNE,NNE,22,7,51,27,1016.7,1012.8,1,1,23.6,31.9,No
1/4/2009,WaggaWagga,15,30.2,0,9,11.1,ENE,48,ESE,ENE,9,26,49,27,1021.6,1019.1,1,1,20.5,29.4,No
23/12/13,Sale,15.4,20.3,4.2,3,7.8,WSW,69,W,WSW,24,39,91,56,1009.5,1010.6,8,3,15.4,19.8,Yes
20/10/09,Cairns,21.2,29.9,13.4,6,8.6,SSE,57,SSE,ESE,33,33,69,39,1020.4,1017,7,2,23.1,27.8,Yes
12/1/2015,Moree,20.7,29.6,2.4,5.8,0.5,ESE,35,E,SE,26,19,89,54,1010,1007.3,7,7,21.7,28.7,Yes
8/3/2009,Williamtown,15.2,26.5,0,5,11.2,ESE,39,WNW,ESE,7,26,95,58,1016.5,1016.6,3,2,21.1,25.2,No
21/02/10,Moree,20.4,34,0,12,12,NE,31,NNE,N,22,7,61,32,1019.2,1015.6,1,4,24.1,31.7,No
1/6/2010,Woomera,10.2,16.2,0,2.6,0.3,SW,17,SE,WSW,6,7,94,57,1019.5,1016.8,7,7,12.8,15.9,No
3/8/2015,Sydney,8.4,19.4,0,5.4,10.1,WSW,57,WNW,WSW,20,17,48,29,1015.2,1013.7,1,1,11.7,19,No
9/8/2010,Watsonia,4.5,16.4,0,2.4,7.2,ENE,22,ENE,NE,11,6,78,43,1021.5,1018.7,7,4,7.2,16.1,Yes
15/04/14,Williamtown,14.2,21,9.2,2.4,3.4,SSW,41,W,SW,13,20,77,65,1020.1,1018.2,4,7,18.4,19.2,Yes
20/08/09,WaggaWagga,6.3,19.5,0,2,10.3,N,17,E,N,7,6,69,41,1019.9,1014.7,1,1,12.4,19.3,No
4/4/2016,WaggaWagga,10.1,29.7,0,4.4,10,E,31,E,NNW,24,13,56,25,1021.6,1016.2,5,1,20.6,28.5,No
25/11/13,MountGambier,6.3,24.1,0,4,13,ENE,33,ENE,ESE,22,13,71,44,1015.2,1011.6,1,1,15,23,No
22/07/15,AliceSprings,7.8,24.9,0,5,8.4,S,28,SSW,SW,7,11,14,11,1021.7,1019.6,4,3,13,24.5,No
26/01/12,AliceSprings,18,35.6,0,18.6,12.4,SE,59,SE,SE,13,31,31,23,1005.3,1002,1,6,29.1,33.3,No
20/04/09,Watsonia,6.3,21.7,0.2,2.8,9.5,SSW,19,NNE,SW,6,9,99,42,1024.2,1020.5,5,2,9.4,20.9,No
4/12/2008,Perth,17,24.2,0.8,5.8,7.8,NW,35,WNW,WNW,15,17,67,52,1010.2,1011,6,5,19.9,22.8,No
3/8/2011,Portland,10.3,22.6,0,0.8,8,WNW,46,N,N,11,19,96,48,1013.5,1009.4,4,5,12.3,21.6,Yes
26/02/09,WaggaWagga,14,31.6,0,9,12,ENE,43,E,E,28,7,51,21,1017.7,1015.1,1,0,20.5,29.9,No
5/12/2011,Nuriootpa,9.1,26.1,0,7.8,13,ESE,39,E,ESE,17,20,47,15,1019.3,1014.6,1,2,13.5,24.1,No
16/04/09,CoffsHarbour,13.3,25.6,0,3.4,10.5,SW,28,WSW,SE,17,13,54,50,1015.3,1011.9,0,0,21.7,24.6,No
9/12/2010,Townsville,24.6,31,0,9.2,12.4,ENE,37,ESE,ENE,19,31,67,67,1013.3,1010.1,3,1,28.8,29.9,No
15/01/13,WaggaWagga,14.6,31.2,0,10.4,13.2,ENE,35,E,SE,20,11,44,20,1018.2,1013.6,1,0,19.3,29.2,No
5/1/2016,WaggaWagga,16.7,21,2.2,6.2,0,ENE,41,E,ENE,11,19,78,82,1015.6,1014,7,8,18,18.9,Yes
6/5/2011,NorfolkIsland,17.3,19.8,6.4,3.2,5.4,WSW,67,SW,SW,31,24,78,56,1007.1,1005.7,3,3,19.1,18.8,Yes
30/11/12,Darwin,24.5,34.9,0.2,7,9.2,N,35,NE,NNW,17,22,71,53,1010.7,1006.8,6,6,30.1,33.4,No
2/1/2011,Darwin,23,31.9,29.4,5.6,6.1,NW,31,E,WNW,9,20,85,63,1008.6,1004.8,7,7,25.9,30.2,No
18/04/09,MountGambier,10.5,18.5,0.6,1.8,3.7,WSW,33,NW,SSW,11,22,93,72,1024.7,1024.1,7,7,15,18,No
4/7/2015,Darwin,17.9,31.4,0,7.2,11,ENE,37,E,NW,20,20,40,27,1015.8,1010.7,0,0,23.1,30.6,No
29/04/10,Cairns,23.3,29.7,1.4,3.4,6.1,SE,48,SSE,SE,19,28,75,63,1018.1,1015,7,6,26.1,28,No
13/02/12,Moree,15.4,32.3,0,8,12.9,SW,35,ENE,WNW,11,15,60,22,1015.5,1012.9,1,2,22,31,No
20/04/16,Woomera,16.4,31.7,0,8,6.4,SE,41,N,W,9,19,27,17,1016.4,1015.1,4,3,24.6,30.2,No
6/1/2015,Nuriootpa,20.6,37.8,0,12.6,13.2,SE,43,E,ENE,19,13,30,19,1015.6,1013.6,1,4,26.5,35.8,No
1/6/2010,Hobart,9.2,16.4,0,0.4,1,NNW,37,NNW,NNW,13,20,84,57,1018.3,1016.2,6,4,9.6,15.2,No
21/09/13,Brisbane,10.9,25,0,11.4,11,ENE,24,SSW,E,2,13,32,43,1014.7,1011.7,0,1,22.4,23.3,No
1/3/2016,Woomera,19.5,38.9,0,13.8,10.8,SSW,33,E,SE,17,15,34,7,1015,1012.2,0,0,25.7,37.7,No
15/01/13,MelbourneAirport,9,30.1,0,7.6,12.6,NNE,46,N,S,19,28,48,36,1017.5,1014.7,1,0,18.9,26.1,No
3/9/2012,PerthAirport,8.4,20.2,0,2.2,0.9,NW,80,N,NNW,19,31,84,76,1008.2,1000.6,8,7,13.4,16.8,Yes
6/3/2017,MelbourneAirport,16.8,27.7,0,7.6,10.1,SSE,50,SSE,SSE,24,26,75,37,1017.3,1015.4,7,1,18.1,26.1,No
11/3/2009,Woomera,18.2,31.7,0.2,12.2,7.2,WSW,46,E,E,15,7,50,25,1014.3,1011.9,5,7,22.7,29.9,No
19/05/14,Watsonia,16.4,22.6,0,4.8,5.3,N,50,N,NNW,17,20,56,51,1020.9,1017.9,5,7,17.8,21,No
8/6/2012,SydneyAirport,6.5,16,0,2.6,9.6,SSW,26,NW,SSE,15,15,61,50,1025.8,1023.9,1,1,10.4,14.9,No
5/9/2009,MelbourneAirport,4.6,16.4,2,3.6,9.1,WNW,46,N,NW,28,22,72,36,1016.6,1015.1,1,5,10.2,15,No
21/06/09,Darwin,18,30.7,0,5.8,9.4,SSE,28,S,NW,13,13,45,27,1013.8,1010.4,5,5,22,29.8,No
23/06/10,CoffsHarbour,13,18.1,11,1.6,1.2,WSW,35,SW,SSE,19,20,89,61,1033.7,1031.4,5,7,15.1,18.1,Yes
25/04/16,WaggaWagga,8,24.2,0,3.8,10.4,ENE,24,E,NNW,13,9,63,32,1032,1027.8,0,1,16,23.7,No
12/4/2016,Watsonia,13.7,19.7,0.2,4,5.7,WSW,33,WSW,SW,9,15,99,54,1025.5,1023.5,7,2,14.4,18.5,No
4/2/2011,Nuriootpa,22.1,33.3,0,6.2,4.8,W,46,WNW,W,9,20,62,63,1009.9,1006.7,6,7,28.3,29.9,Yes
12/3/2010,MelbourneAirport,10.2,24.8,0,4,11.4,SE,31,W,S,9,19,79,42,1037.4,1034.6,4,6,14.5,23.7,No
22/08/16,Watsonia,8.7,16.6,1.8,1.6,5.1,W,44,NE,SW,6,7,83,84,1014.5,1012.4,5,7,10.7,10.7,Yes
27/12/15,Watsonia,9.7,21.3,5.8,4.4,8.9,SW,43,WNW,SW,11,22,70,40,1022.5,1023.3,6,4,14.9,20.4,No
12/9/2016,Hobart,3.6,11.6,0,1.4,6.9,S,31,NNW,SW,15,19,56,57,1019.6,1020.3,1,7,9.1,10.1,Yes
10/10/2009,Melbourne,5.9,20,0,3.2,10.4,SSE,31,WSW,E,9,13,72,38,1030.1,1026,1,3,9.7,18.1,No
7/12/2013,WaggaWagga,5.5,26.3,0,10.4,12.6,SW,37,NNW,W,6,20,60,23,1021,1018.1,6,3,14.2,24.7,No
8/9/2009,Darwin,22,32.5,10.2,6.8,10.4,NW,35,SW,WNW,9,28,82,56,1013.2,1009,1,1,28,31.9,No
6/3/2009,MelbourneAirport,10.7,20,2.2,2.6,5.4,SW,39,WSW,SSW,19,15,92,50,1016.4,1015.2,7,7,11.7,17.5,No
24/04/10,Perth,7.8,24.5,0,3.4,10.2,ENE,28,E,SE,13,9,60,23,1024,1020,2,1,14.4,24.1,No
8/4/2010,Sale,16.1,23.2,0.2,2.4,6.9,W,54,W,W,28,28,74,58,1013.9,1015.2,1,6,19.2,20.2,No
26/05/15,Darwin,22.2,34.9,0,5.6,10.8,E,39,E,N,20,20,58,46,1016.3,1012,1,2,27.3,32.6,No
5/5/2013,AliceSprings,12.7,31.6,0,8,7.5,NNE,37,ENE,SE,13,9,27,18,1018.6,1014.4,1,6,24.8,30.4,No
10/4/2016,Darwin,26.1,35,0,5,11.1,E,41,SE,E,15,24,72,41,1012.6,1009.3,1,3,30.1,34.3,No
16/07/09,Sale,4.7,12.9,0.4,1.2,4.5,SSW,41,W,S,17,19,89,76,1016.1,1015.8,5,6,8.1,11.9,No
2/12/2008,Hobart,8.6,18.7,2.6,8.2,10.8,NW,59,NW,NW,30,30,57,33,998,998.4,3,7,12.8,18.3,No
31/05/12,Nuriootpa,5.7,17.6,0,2,6.7,NNE,31,ENE,ENE,17,13,71,52,1030.7,1027,4,5,11.8,17.2,No
8/4/2015,MountGambier,10.5,17.4,0.2,1,6,S,35,SSE,SSW,20,20,77,68,1027.3,1026.8,7,7,14.4,16,No
29/03/09,Watsonia,7.2,27,0,6.2,11.1,SSW,30,NE,SW,7,19,63,27,1022.1,1021.3,1,1,11.8,25.4,No
23/01/10,PerthAirport,16.8,37.2,0,9.2,11.3,E,48,ENE,SW,28,28,36,25,1010,1005.4,1,4,26.3,34.5,No
21/09/11,CoffsHarbour,10.7,21.2,0,6.4,11.2,S,43,S,SE,26,15,28,35,1021.1,1018.7,1,0,19.3,19.7,No
7/12/2011,Melbourne,12.9,29.3,0,6.4,13.3,N,41,N,NE,30,13,46,23,1014,1010.1,2,6,19.8,28,No
12/10/2009,Townsville,22.3,29.2,0,11.2,10.5,NNE,41,N,N,20,20,45,49,1018.2,1013.2,3,6,27.5,27.3,No
19/04/15,Perth,14.3,28.2,0,5,10.3,NE,35,ENE,NE,19,15,52,29,1026.8,1023.3,0,0,20.1,27.8,No
23/09/16,Sydney,15.2,22,0.6,3,8.2,SSW,61,WSW,SSW,17,24,55,48,1011.7,1010.7,6,2,17.3,21.5,No
28/06/16,SydneyAirport,8.7,15.4,2.2,1.4,8.9,WSW,56,WSW,S,31,20,48,54,1022.6,1023.1,1,1,10.9,15,No
26/08/14,Perth,12.6,20.7,0,3,8.9,SSW,37,SSW,S,20,11,88,59,1023.3,1022,8,3,15.8,19.3,No
23/03/17,Melbourne,16.2,25.1,0,2,9,SE,35,SE,SE,15,17,76,50,1020.2,1018.3,7,7,17.9,24.2,No
5/8/2010,Woomera,2.9,13.3,0.4,3.6,9.8,S,33,SSW,S,15,15,84,44,1027.1,1025.8,3,4,6.4,12.6,No
7/12/2008,Hobart,9.6,19.1,0,6.2,10.9,NNW,52,N,NW,13,20,44,38,1002.7,1004.3,5,6,13.6,17.4,No
28/02/09,Watsonia,15.5,22.6,0,12.4,6.3,SSW,39,SW,SW,9,20,69,46,1012.9,1011.8,7,1,16.4,21.6,No
5/3/2010,Townsville,26,34.5,0,7.6,11.5,WSW,33,SSW,SW,17,20,60,35,1009.7,1005.9,3,3,29.4,34.1,No
27/04/10,NorfolkIsland,18.9,23.3,32,2.2,10.8,NW,35,SW,SSE,17,17,75,67,1019.3,1018.9,1,2,21.6,21.8,No
13/04/17,Watsonia,8.9,23.9,0,1.8,10,SSW,28,ENE,SW,6,13,100,39,1024.8,1021.3,1,1,13.5,23,No
5/8/2015,Watsonia,3.7,10.9,2.6,1.8,4.2,W,37,W,SSW,15,17,89,73,1012.8,1013.2,5,5,8.2,8.7,Yes
20/05/16,PerthAirport,8.6,22,0,2.8,8.5,NW,31,NE,NW,17,17,74,53,1013,1008.2,1,5,15.9,21.3,Yes
29/10/14,SydneyAirport,16,23.9,0,7.2,11.4,ENE,46,SSW,E,13,28,43,58,1017.3,1015.7,1,2,20.6,22.3,No
18/11/11,Moree,21.5,29.5,0,10.2,3.9,ENE,33,NE,NNW,20,22,52,49,1017.8,1014.6,7,7,24.6,26.1,No
7/5/2010,Sale,1.6,20.4,0,2.6,3,NW,50,SSW,WNW,7,15,83,86,1019.8,1017.5,7,8,7.9,15.5,No
22/07/11,Townsville,8.6,26.1,0,5.4,10.9,SSE,41,SSW,S,20,15,33,17,1016.4,1012.4,0,1,18.7,25.6,No
5/9/2014,NorfolkIsland,17.2,19.9,0,5.8,8.8,WNW,61,WNW,WNW,39,37,68,75,1008.2,1007.4,5,6,18.4,18.1,No
1/5/2011,CoffsHarbour,15.4,23.4,2.6,3,8.1,SW,48,SW,SW,28,15,59,64,1015.4,1012.8,1,4,19.1,21.3,No
12/12/2009,Cairns,23.8,30.8,0,6.4,8.4,NE,31,SE,NE,9,17,67,66,1011.4,1009,5,6,29.1,29,No
24/11/15,Mildura,11.4,30.2,0,9.4,11.7,SSW,33,SE,W,15,15,52,17,1019.3,1014.7,0,0,16.7,27.6,No
19/03/16,Hobart,10.5,15.8,5,4.2,2.6,SW,57,SSW,SW,15,13,58,41,1010.7,1015.9,4,7,11.5,15.2,No
16/05/09,Mildura,13.3,19.5,0,4.8,5.3,W,43,W,SSW,19,20,82,54,1018.1,1017.5,7,6,15.1,19.3,No
2/11/2015,Perth,14.6,23.1,16,5.6,10.3,WSW,35,S,SW,7,19,73,64,1010.4,1012.1,4,4,18.6,22.4,No
2/8/2011,Moree,7.8,23.9,0,3.8,9,NE,31,ENE,NE,20,11,55,28,1025.1,1021.8,2,1,14.5,22.5,No
23/09/13,Moree,7.2,30.9,0,7,11.3,N,33,NNE,N,19,13,33,8,1015.6,1010.2,0,1,19.8,30.5,No
27/04/09,Melbourne,8.4,14.4,1.8,3,2.7,WNW,50,NNW,NNW,13,7,65,57,1011.5,1010.6,6,7,10.5,13.4,Yes
5/5/2009,Mildura,5.8,19.1,0,2.4,7.6,SSE,22,S,SW,7,9,88,47,1032.1,1028.7,6,7,10.1,18.9,No
14/04/15,PerthAirport,11.8,22.9,0,4,3.3,SE,39,NNE,WSW,11,20,81,52,1017.1,1015.8,7,7,16.7,21.6,No
17/03/11,Townsville,25.3,30.8,1.4,4.2,9.9,ESE,37,ESE,ENE,22,24,79,71,1015,1012.1,4,3,28.5,30,No
20/11/11,AliceSprings,21.9,23.5,0,10,0,ESE,52,SSE,SE,26,17,54,62,1013.6,1011.9,7,8,23.4,21.6,Yes
27/09/15,MelbourneAirport,3.5,20.8,0,3.2,11.4,S,33,SSE,S,2,20,76,32,1025.6,1021.7,1,1,12.9,19.8,No
5/6/2013,Portland,9.4,12.9,0,1,0,NNW,43,N,N,13,22,86,81,1020.3,1015.8,5,5,10.8,12.3,No
12/12/2015,Portland,9,17.8,0,5.6,6.6,WSW,33,WSW,WSW,17,20,50,46,1019.6,1019.1,4,3,12.8,16.6,No
2/2/2017,Hobart,13.1,21.3,0,5.8,10.1,NW,63,NNW,NW,22,30,53,30,1005.4,1007,6,3,16,20.5,No
13/04/13,WaggaWagga,11.3,28.2,0,5,8.3,WNW,31,E,NW,9,13,58,26,1020.2,1014.2,3,7,18.3,26.2,No
31/12/09,Cobar,21.5,27.2,0,10.6,0.5,NE,46,ENE,NE,22,26,71,50,1014.7,1012.6,7,7,23.5,26.6,Yes
24/11/11,MelbourneAirport,7.6,23.2,0,5.6,13.6,S,35,SW,S,13,20,69,35,1026.8,1022.8,1,1,14.4,21.7,No
28/07/09,MountGambier,5.7,13.7,1.4,1.2,5.9,W,52,NNW,WNW,19,22,97,88,1021.3,1020.6,7,7,9.6,12.9,Yes
11/3/2017,Perth,15.6,30.9,0,7.4,10.9,E,37,ESE,SE,17,15,58,31,1017,1013.3,2,3,19.9,29.7,No
10/10/2011,Cairns,19,31.4,0,5.8,10.6,NNE,33,ESE,N,11,24,59,70,1012,1007.8,0,1,27.7,28.5,No
24/10/14,Mildura,14.9,35.3,0,8,9.1,WNW,33,W,W,7,15,60,19,1014.2,1013.1,8,6,19.5,32.5,No
19/06/16,Perth,8.8,20.6,0,2,2.2,NNW,31,NNE,NNW,9,11,71,74,1011.6,1008.5,7,7,13.7,19.6,Yes
28/05/09,Melbourne,9.5,16.4,0.6,0.8,1.9,S,41,WSW,S,6,26,82,80,1025.1,1024.4,7,7,11.6,13,Yes
19/04/12,Portland,10.2,27.6,0,4.2,9.6,NNW,30,N,NNW,9,13,66,35,1016.9,1013.7,3,3,17.9,27.1,No
28/05/13,SydneyAirport,12.5,20.6,6.2,1.2,3.2,NE,35,NNW,NE,9,26,92,68,1032.9,1030.1,8,8,14.3,18.2,No
30/06/13,Brisbane,13.9,15.9,2.4,0.6,0.1,WSW,19,SSW,SSW,4,6,89,88,1019.8,1017,8,7,15.1,15.3,Yes
2/3/2010,AliceSprings,17.2,25.3,1.8,1.6,3.5,S,39,SSE,SSE,19,24,53,49,1010.8,1008.2,6,1,19.6,24.2,No
31/10/15,Hobart,11.8,23.1,0.6,4.4,9.1,N,44,NNW,NNE,11,22,61,43,1020.2,1013.6,1,5,17.5,22.2,No
9/5/2014,MelbourneAirport,4.2,16.8,0,3.8,2.1,N,61,N,N,31,35,55,56,1022.2,1018.3,7,8,12.3,16.2,Yes
6/7/2008,Canberra,-0.6,14,0,1.2,7.1,NW,41,WNW,NNW,2,22,86,59,1030,1026.3,5,5,3.7,13.6,No
19/05/15,Darwin,22.9,33.1,0,7.4,10.9,ENE,37,E,NNE,19,22,76,43,1015.1,1011,1,1,27.6,32.5,No
19/10/14,Nuriootpa,10.8,33.2,0,8.5,10.5,SE,50,NE,W,7,20,19,5,1021.5,1020,6,6,24,31.9,No
24/09/11,Perth,5.2,21.7,0,4,10.7,SSW,28,ESE,SSW,7,17,48,38,1021.4,1017,7,7,16.8,19.9,No
13/03/10,Moree,13.9,29.9,0,9.4,9.4,ENE,48,ESE,SE,15,19,53,30,1029.2,1024.8,0,6,20.5,28.5,No
7/7/2011,CoffsHarbour,7.2,20,0,2,9.6,NW,37,NW,WSW,9,24,39,28,1013.7,1013.9,1,1,16.2,19.2,No
18/03/10,MountGambier,16.7,27.1,0,4,0.5,SW,31,ENE,SW,9,19,88,47,1021,1018.9,8,8,18.5,25.4,Yes
2/7/2011,PerthAirport,9.1,16.9,14.4,2,6.1,SW,56,WNW,SW,7,31,84,56,1016,1014.5,5,6,13.1,15.3,Yes
12/1/2009,Portland,13.4,21.6,0.2,4.8,11.6,S,24,WNW,SSE,9,13,89,64,1018.3,1017.5,8,2,16.2,20.8,No
13/06/13,Sydney,10.6,20.9,8.4,0.6,8.6,NW,48,WNW,WNW,15,20,89,45,1007,1004.3,3,3,13.4,20.1,No
12/7/2008,Hobart,6.4,10.9,0.2,1.8,0,NW,43,SW,N,6,9,73,63,1016.5,1014.8,8,7,8.3,10.8,No
20/04/14,Cairns,21.6,28.5,0,4,8.1,SE,48,S,SE,17,33,71,50,1015,1012.5,7,7,24.3,27.4,No
21/10/09,MountGambier,6.2,17.5,0.2,3.6,11.5,SSW,31,SW,SSW,15,24,70,54,1023.3,1023.2,2,5,12.7,17.1,No
2/4/2014,SydneyAirport,18.7,28.1,0,4.8,10.9,ENE,31,NW,ENE,11,24,80,60,1017.7,1014.3,2,1,21,26.1,No
10/7/2011,Moree,-2.2,14.6,0,4.6,9.7,SW,39,SSE,WSW,11,24,72,36,1022.8,1018.7,2,3,4.8,13.8,No
19/05/15,AliceSprings,9.9,25.9,0,4.2,7.6,SSE,22,SW,NNE,6,6,29,20,1019.2,1016,4,6,19.2,25.4,No
20/02/09,MountGambier,15,22,0,7,1.9,SSW,41,WSW,SW,15,26,74,51,1015.4,1016.4,8,7,16.7,20.1,No
18/01/14,Cairns,23.6,32,0.2,6.1,10.7,SE,39,SSE,ESE,19,24,65,55,1010,1007.2,4,4,28.9,30.8,No
27/04/09,Williamtown,8,19.2,0,6.8,10.6,WNW,56,WNW,W,26,22,47,33,1014.6,1012.7,0,1,14.6,18.7,No
16/08/11,PerthAirport,9.9,17.4,12.8,4.6,8.3,SW,54,WSW,WSW,28,20,60,79,1019.2,1020.8,5,5,14.4,14.6,No
5/10/2011,Canberra,-0.1,18.5,0,4.2,6.8,NW,28,S,NW,6,15,80,44,1022.2,1016.7,7,5,8.6,17.2,No
17/02/10,Mildura,16,36.3,0,9.6,12,S,41,SE,S,7,17,39,16,1015.8,1014.8,1,6,22.4,34.6,No
30/07/14,Townsville,14.3,26.3,0,6.4,9,ENE,35,SSE,NE,15,26,67,56,1021.4,1017.4,7,6,21.3,24.3,No
25/04/10,Melbourne,12.2,20.1,0.4,4.4,6.8,SW,44,W,SSW,22,24,70,55,1017.4,1019.6,4,6,14,17.5,No
7/2/2014,Brisbane,19.6,28.6,0,8,2.9,ENE,30,SSE,E,9,13,60,58,1016.5,1015.3,7,7,24.5,25.5,No
21/06/16,MelbourneAirport,7.8,14.1,5.2,0.6,3.5,NNW,61,NNW,N,19,43,74,73,1001.3,997,7,5,10.8,11.4,No
21/03/11,Perth,16.7,31.5,0,8.8,10.8,SE,37,E,S,15,11,53,33,1013.5,1009.8,1,1,21.3,30.5,No
3/5/2010,MountGambier,3.3,21.1,0,0.8,9.2,N,48,NE,N,15,35,71,56,1022.7,1015.1,6,6,12.3,20.4,Yes
23/08/16,Perth,3.3,16.8,0,3.2,10.2,SSE,22,SSW,SE,6,9,66,40,1025.3,1022.3,0,5,10.6,16,No
30/11/09,Melbourne,14,20.8,10.6,4.6,10.3,S,52,SE,SSE,28,33,63,42,1014.9,1014.8,7,6,15.8,19.8,No
14/09/15,Williamtown,7.7,25.2,0,4.4,10.9,ENE,31,NW,E,11,22,68,44,1026.4,1021.1,1,1,17.8,24.4,No
